CLASS	METHOD	PARAMETER	INDEX
com.netflix.eureka.cluster.ReplicationTaskProcessor	ReplicationTaskProcessor(java.lang.String,com.netflix.eureka.cluster.HttpReplicationClient)	peerId	0
com.netflix.eureka.cluster.ReplicationTaskProcessor	ReplicationTaskProcessor(java.lang.String,com.netflix.eureka.cluster.HttpReplicationClient)	replicationClient	1
com.netflix.eureka.cluster.ReplicationTaskProcessor	process(com.netflix.eureka.cluster.ReplicationTask)	task	0
com.netflix.eureka.cluster.ReplicationTaskProcessor	logNetworkErrorSample(com.netflix.eureka.cluster.ReplicationTask,java.lang.Throwable)	task	0
com.netflix.eureka.cluster.ReplicationTaskProcessor	handleBatchResponse(java.util.List,java.util.List)	responseList	1
com.netflix.eureka.cluster.ReplicationTaskProcessor	handleBatchResponse(java.util.List,java.util.List)	tasks	0
com.netflix.eureka.cluster.ReplicationTaskProcessor	handleBatchResponse(com.netflix.eureka.cluster.ReplicationTask,com.netflix.eureka.cluster.protocol.ReplicationInstanceResponse)	task	0
com.netflix.eureka.cluster.ReplicationTaskProcessor	handleBatchResponse(com.netflix.eureka.cluster.ReplicationTask,com.netflix.eureka.cluster.protocol.ReplicationInstanceResponse)	response	1
com.netflix.eureka.cluster.ReplicationTaskProcessor	createReplicationListOf(java.util.List)	tasks	0
com.netflix.eureka.cluster.ReplicationTaskProcessor	isSuccess(int)	statusCode	0
com.netflix.eureka.cluster.ReplicationTaskProcessor	isNetworkConnectException(java.lang.Throwable)	e	0
com.netflix.eureka.cluster.ReplicationTaskProcessor	maybeReadTimeOut(java.lang.Throwable)	e	0
com.netflix.eureka.cluster.ReplicationTaskProcessor	createReplicationInstanceOf(com.netflix.eureka.cluster.InstanceReplicationTask)	task	0
com.netflix.eureka.util.StatusInfo$Builder	withInstanceInfo(com.netflix.appinfo.InstanceInfo)	instanceInfo	0
com.netflix.eureka.util.batcher.TaskHolder	TaskHolder(ID,T,long)	task	1
com.netflix.eureka.util.batcher.TaskHolder	TaskHolder(ID,T,long)	id	0
com.netflix.eureka.util.batcher.TaskHolder	TaskHolder(ID,T,long)	expiryTime	2
com.netflix.eureka.util.batcher.TrafficShaper	registerFailure(com.netflix.eureka.util.batcher.TaskProcessor.ProcessingResult)	processingResult	0
com.netflix.eureka.util.batcher.TaskExecutors	TaskExecutors(com.netflix.eureka.util.batcher.TaskExecutors.WorkerRunnableFactory,int,java.util.concurrent.atomic.AtomicBoolean)	isShutdown	2
com.netflix.eureka.util.batcher.TaskExecutors	TaskExecutors(com.netflix.eureka.util.batcher.TaskExecutors.WorkerRunnableFactory,int,java.util.concurrent.atomic.AtomicBoolean)	workerRunnableFactory	0
com.netflix.eureka.util.batcher.TaskExecutors	TaskExecutors(com.netflix.eureka.util.batcher.TaskExecutors.WorkerRunnableFactory,int,java.util.concurrent.atomic.AtomicBoolean)	workerCount	1
com.netflix.eureka.util.batcher.TaskExecutors	singleItemExecutors(java.lang.String,int,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	processor	2
com.netflix.eureka.util.batcher.TaskExecutors	singleItemExecutors(java.lang.String,int,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	acceptorExecutor	3
com.netflix.eureka.util.batcher.TaskExecutors	singleItemExecutors(java.lang.String,int,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	name	0
com.netflix.eureka.util.batcher.TaskExecutors	singleItemExecutors(java.lang.String,int,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	workerCount	1
com.netflix.eureka.util.batcher.TaskExecutors	batchExecutors(java.lang.String,int,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	processor	2
com.netflix.eureka.util.batcher.TaskExecutors	batchExecutors(java.lang.String,int,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	name	0
com.netflix.eureka.util.batcher.TaskExecutors	batchExecutors(java.lang.String,int,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	workerCount	1
com.netflix.eureka.util.batcher.TaskExecutors	batchExecutors(java.lang.String,int,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	acceptorExecutor	3
com.netflix.eureka.util.batcher.TaskExecutors$TaskExecutorMetrics	registerTaskResult(com.netflix.eureka.util.batcher.TaskProcessor.ProcessingResult,int)	count	1
com.netflix.eureka.util.batcher.TaskExecutors$TaskExecutorMetrics	registerTaskResult(com.netflix.eureka.util.batcher.TaskProcessor.ProcessingResult,int)	result	0
com.netflix.eureka.util.batcher.TaskExecutors$TaskExecutorMetrics	registerExpiryTimes(java.util.List)	holders	0
com.netflix.eureka.util.batcher.TaskExecutors$WorkerRunnable	WorkerRunnable(java.lang.String,java.util.concurrent.atomic.AtomicBoolean,com.netflix.eureka.util.batcher.TaskExecutors.TaskExecutorMetrics,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	processor	3
com.netflix.eureka.util.batcher.TaskExecutors$WorkerRunnable	WorkerRunnable(java.lang.String,java.util.concurrent.atomic.AtomicBoolean,com.netflix.eureka.util.batcher.TaskExecutors.TaskExecutorMetrics,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	isShutdown	1
com.netflix.eureka.util.batcher.TaskExecutors$WorkerRunnable	WorkerRunnable(java.lang.String,java.util.concurrent.atomic.AtomicBoolean,com.netflix.eureka.util.batcher.TaskExecutors.TaskExecutorMetrics,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	metrics	2
com.netflix.eureka.util.batcher.TaskExecutors$WorkerRunnable	WorkerRunnable(java.lang.String,java.util.concurrent.atomic.AtomicBoolean,com.netflix.eureka.util.batcher.TaskExecutors.TaskExecutorMetrics,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	taskDispatcher	4
com.netflix.eureka.util.batcher.TaskExecutors$WorkerRunnable	WorkerRunnable(java.lang.String,java.util.concurrent.atomic.AtomicBoolean,com.netflix.eureka.util.batcher.TaskExecutors.TaskExecutorMetrics,com.netflix.eureka.util.batcher.TaskProcessor,com.netflix.eureka.util.batcher.AcceptorExecutor)	workerName	0
com.netflix.eureka.util.batcher.TaskExecutors$BatchWorkerRunnable	getTasksOf(java.util.List)	holders	0
com.netflix.eureka.util.batcher.AcceptorExecutor	AcceptorExecutor(java.lang.String,int,int,long,long,long)	maxBatchingDelay	3
com.netflix.eureka.util.batcher.AcceptorExecutor	AcceptorExecutor(java.lang.String,int,int,long,long,long)	id	0
com.netflix.eureka.util.batcher.AcceptorExecutor	AcceptorExecutor(java.lang.String,int,int,long,long,long)	maxBufferSize	1
com.netflix.eureka.util.batcher.AcceptorExecutor	AcceptorExecutor(java.lang.String,int,int,long,long,long)	maxBatchingSize	2
com.netflix.eureka.util.batcher.AcceptorExecutor	AcceptorExecutor(java.lang.String,int,int,long,long,long)	networkFailureRetryMs	5
com.netflix.eureka.util.batcher.AcceptorExecutor	AcceptorExecutor(java.lang.String,int,int,long,long,long)	congestionRetryDelayMs	4
com.netflix.eureka.util.batcher.AcceptorExecutor	reprocess(java.util.List,com.netflix.eureka.util.batcher.TaskProcessor.ProcessingResult)	holders	0
com.netflix.eureka.util.batcher.TaskDispatchers	createNonBatchingTaskDispatcher(java.lang.String,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	congestionRetryDelayMs	4
com.netflix.eureka.util.batcher.TaskDispatchers	createNonBatchingTaskDispatcher(java.lang.String,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	networkFailureRetryMs	5
com.netflix.eureka.util.batcher.TaskDispatchers	createNonBatchingTaskDispatcher(java.lang.String,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	id	0
com.netflix.eureka.util.batcher.TaskDispatchers	createNonBatchingTaskDispatcher(java.lang.String,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	maxBatchingDelay	3
com.netflix.eureka.util.batcher.TaskDispatchers	createNonBatchingTaskDispatcher(java.lang.String,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	maxBufferSize	1
com.netflix.eureka.util.batcher.TaskDispatchers	createBatchingTaskDispatcher(java.lang.String,int,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	id	0
com.netflix.eureka.util.batcher.TaskDispatchers	createBatchingTaskDispatcher(java.lang.String,int,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	workloadSize	2
com.netflix.eureka.util.batcher.TaskDispatchers	createBatchingTaskDispatcher(java.lang.String,int,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	maxBatchingDelay	4
com.netflix.eureka.util.batcher.TaskDispatchers	createBatchingTaskDispatcher(java.lang.String,int,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	maxBufferSize	1
com.netflix.eureka.util.batcher.TaskDispatchers	createBatchingTaskDispatcher(java.lang.String,int,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	networkFailureRetryMs	6
com.netflix.eureka.util.batcher.TaskDispatchers	createBatchingTaskDispatcher(java.lang.String,int,int,int,long,long,long,com.netflix.eureka.util.batcher.TaskProcessor)	congestionRetryDelayMs	5
com.netflix.eureka.util.StatusUtil	StatusUtil(com.netflix.eureka.EurekaServerContext)	server	0
com.netflix.eureka.aws.AwsBinderDelegate	AwsBinderDelegate(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	clientConfig	1
com.netflix.eureka.aws.AwsBinderDelegate	AwsBinderDelegate(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	serverConfig	0
com.netflix.eureka.aws.AwsBinderDelegate	AwsBinderDelegate(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	registry	2
com.netflix.eureka.aws.AwsBinderDelegate	AwsBinderDelegate(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	applicationInfoManager	3
com.netflix.eureka.aws.Route53Binder	Route53Binder(java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.appinfo.ApplicationInfoManager)	serverConfig	1
com.netflix.eureka.aws.Route53Binder	Route53Binder(java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.appinfo.ApplicationInfoManager)	clientConfig	2
com.netflix.eureka.aws.Route53Binder	Route53Binder(java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.appinfo.ApplicationInfoManager)	applicationInfoManager	3
com.netflix.eureka.aws.Route53Binder	Route53Binder(java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.appinfo.ApplicationInfoManager)	registrationHostname	0
com.netflix.eureka.aws.Route53Binder	getRegistrationHostnameFromAmazonDataCenterInfo(com.netflix.appinfo.ApplicationInfoManager)	applicationInfoManager	0
com.netflix.eureka.aws.Route53Binder	createResourceRecordSet(com.netflix.eureka.aws.Route53Binder.ResourceRecordSetWithHostedZone)	rrs	0
com.netflix.eureka.aws.Route53Binder	toDomains(java.util.List)	ec2Urls	0
com.netflix.eureka.aws.Route53Binder	getHostedZone(java.lang.String)	domain	0
com.netflix.eureka.aws.Route53Binder	extractDomain(java.lang.String)	url	0
com.netflix.eureka.aws.Route53Binder	getAmazonRoute53Client(com.netflix.eureka.EurekaServerConfig)	serverConfig	0
com.netflix.eureka.aws.Route53Binder	hasValue(com.netflix.eureka.aws.Route53Binder.ResourceRecordSetWithHostedZone,java.lang.String)	resourceRecordSetWithHostedZone	0
com.netflix.eureka.aws.Route53Binder	hasValue(com.netflix.eureka.aws.Route53Binder.ResourceRecordSetWithHostedZone,java.lang.String)	ip	1
com.netflix.eureka.aws.Route53Binder$ResourceRecordSetWithHostedZone	ResourceRecordSetWithHostedZone(com.amazonaws.services.route53.model.HostedZone,com.amazonaws.services.route53.model.ResourceRecordSet)	hostedZone	0
com.netflix.eureka.aws.Route53Binder$ResourceRecordSetWithHostedZone	ResourceRecordSetWithHostedZone(com.amazonaws.services.route53.model.HostedZone,com.amazonaws.services.route53.model.ResourceRecordSet)	resourceRecordSet	1
com.netflix.eureka.aws.EIPManager	EIPManager(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	applicationInfoManager	3
com.netflix.eureka.aws.EIPManager	EIPManager(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	registry	2
com.netflix.eureka.aws.EIPManager	EIPManager(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	serverConfig	0
com.netflix.eureka.aws.EIPManager	EIPManager(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	clientConfig	1
com.netflix.eureka.aws.EIPManager	getCandidateEIPs(java.lang.String,java.lang.String)	myZone	1
com.netflix.eureka.aws.EIPManager	getEIPsFromServiceUrls(java.util.List)	ec2Urls	0
com.netflix.eureka.aws.ElasticNetworkInterfaceBinder	ElasticNetworkInterfaceBinder(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	clientConfig	1
com.netflix.eureka.aws.ElasticNetworkInterfaceBinder	ElasticNetworkInterfaceBinder(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	serverConfig	0
com.netflix.eureka.aws.ElasticNetworkInterfaceBinder	ElasticNetworkInterfaceBinder(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	registry	2
com.netflix.eureka.aws.ElasticNetworkInterfaceBinder	ElasticNetworkInterfaceBinder(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.EurekaClientConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry,com.netflix.appinfo.ApplicationInfoManager)	applicationInfoManager	3
com.netflix.eureka.aws.ElasticNetworkInterfaceBinder	instanceData(java.lang.String,com.amazonaws.services.ec2.AmazonEC2)	ec2	1
com.netflix.eureka.transport.JerseyRemoteRegionClientFactory	JerseyRemoteRegionClientFactory(com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.resources.ServerCodecs,java.lang.String)	region	2
com.netflix.eureka.transport.JerseyRemoteRegionClientFactory	JerseyRemoteRegionClientFactory(com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.resources.ServerCodecs,java.lang.String)	serverConfig	0
com.netflix.eureka.transport.JerseyRemoteRegionClientFactory	JerseyRemoteRegionClientFactory(com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.resources.ServerCodecs,java.lang.String)	serverCodecs	1
com.netflix.eureka.transport.JerseyRemoteRegionClientFactory	newClient(com.netflix.discovery.shared.resolver.EurekaEndpoint)	endpoint	0
com.netflix.eureka.transport.JerseyRemoteRegionClientFactory	getOrCreateJerseyClient(java.lang.String,com.netflix.discovery.shared.resolver.EurekaEndpoint)	endpoint	1
com.netflix.eureka.transport.EurekaServerHttpClients	createRemoteRegionClient(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.shared.transport.EurekaTransportConfig,com.netflix.eureka.resources.ServerCodecs,com.netflix.discovery.shared.resolver.ClusterResolver)	serverConfig	0
com.netflix.eureka.transport.EurekaServerHttpClients	createRemoteRegionClient(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.shared.transport.EurekaTransportConfig,com.netflix.eureka.resources.ServerCodecs,com.netflix.discovery.shared.resolver.ClusterResolver)	clusterResolver	3
com.netflix.eureka.transport.EurekaServerHttpClients	createRemoteRegionClient(com.netflix.eureka.EurekaServerConfig,com.netflix.discovery.shared.transport.EurekaTransportConfig,com.netflix.eureka.resources.ServerCodecs,com.netflix.discovery.shared.resolver.ClusterResolver)	serverCodecs	2
com.netflix.eureka.transport.EurekaServerHttpClients	createFactory(com.netflix.discovery.shared.transport.TransportClientFactory)	delegateFactory	0
com.netflix.eureka.transport.EurekaServerHttpClients$1	newClient(com.netflix.discovery.shared.resolver.EurekaEndpoint)	endpoint	0
com.netflix.eureka.transport.JerseyReplicationClient	JerseyReplicationClient(com.netflix.discovery.shared.transport.jersey.EurekaJerseyClient,java.lang.String)	jerseyClient	0
com.netflix.eureka.transport.JerseyReplicationClient	addExtraHeaders(com.sun.jersey.api.client.WebResource.Builder)	webResource	0
com.netflix.eureka.transport.JerseyReplicationClient	sendHeartBeat(java.lang.String,java.lang.String,com.netflix.appinfo.InstanceInfo,com.netflix.appinfo.InstanceInfo.InstanceStatus)	appName	0
com.netflix.eureka.transport.JerseyReplicationClient	sendHeartBeat(java.lang.String,java.lang.String,com.netflix.appinfo.InstanceInfo,com.netflix.appinfo.InstanceInfo.InstanceStatus)	overriddenStatus	3
com.netflix.eureka.transport.JerseyReplicationClient	sendHeartBeat(java.lang.String,java.lang.String,com.netflix.appinfo.InstanceInfo,com.netflix.appinfo.InstanceInfo.InstanceStatus)	id	1
com.netflix.eureka.transport.JerseyReplicationClient	statusUpdate(java.lang.String,com.netflix.eureka.resources.ASGResource.ASGStatus)	asgName	0
com.netflix.eureka.transport.JerseyReplicationClient	createReplicationClient(com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.resources.ServerCodecs,java.lang.String)	serviceUrl	2
com.netflix.eureka.transport.JerseyReplicationClient	isSuccess(int)	statusCode	0
com.netflix.eureka.DefaultEurekaServerConfig	DefaultEurekaServerConfig(java.lang.String)	namespace	0
com.netflix.eureka.DefaultEurekaServerConfig	getRemoteRegionAppWhitelist(java.lang.String)	regionName	0
com.netflix.eureka.resources.StatusResource	StatusResource(com.netflix.eureka.EurekaServerContext)	server	0
com.netflix.eureka.resources.AbstractVIPResource	AbstractVIPResource(com.netflix.eureka.EurekaServerContext)	server	0
com.netflix.eureka.resources.AbstractVIPResource	getVipResponse(java.lang.String,java.lang.String,java.lang.String,com.netflix.appinfo.EurekaAccept,com.netflix.eureka.registry.Key.EntityType)	acceptHeader	2
com.netflix.eureka.resources.AbstractVIPResource	getVipResponse(java.lang.String,java.lang.String,java.lang.String,com.netflix.appinfo.EurekaAccept,com.netflix.eureka.registry.Key.EntityType)	entityType	4
com.netflix.eureka.resources.AbstractVIPResource	getVipResponse(java.lang.String,java.lang.String,java.lang.String,com.netflix.appinfo.EurekaAccept,com.netflix.eureka.registry.Key.EntityType)	entityName	1
com.netflix.eureka.resources.AbstractVIPResource	getVipResponse(java.lang.String,java.lang.String,java.lang.String,com.netflix.appinfo.EurekaAccept,com.netflix.eureka.registry.Key.EntityType)	eurekaAccept	3
com.netflix.eureka.resources.ServerInfoResource	ServerInfoResource(com.netflix.eureka.EurekaServerContext)	server	0
com.netflix.eureka.resources.ApplicationResource	ApplicationResource(java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry)	registry	2
com.netflix.eureka.resources.ApplicationResource	ApplicationResource(java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry)	appName	0
com.netflix.eureka.resources.ApplicationResource	ApplicationResource(java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry)	serverConfig	1
com.netflix.eureka.resources.ApplicationResource	getApplication(java.lang.String,java.lang.String,java.lang.String)	acceptHeader	1
com.netflix.eureka.resources.ApplicationResource	getInstanceInfo(java.lang.String)	id	0
com.netflix.eureka.resources.ApplicationResource	addInstance(com.netflix.appinfo.InstanceInfo,java.lang.String)	info	0
com.netflix.eureka.resources.ApplicationResource	isBlank(java.lang.String)	str	0
com.netflix.eureka.resources.InstanceResource	InstanceResource(com.netflix.eureka.resources.ApplicationResource,java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry)	id	1
com.netflix.eureka.resources.InstanceResource	InstanceResource(com.netflix.eureka.resources.ApplicationResource,java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry)	serverConfig	2
com.netflix.eureka.resources.InstanceResource	InstanceResource(com.netflix.eureka.resources.ApplicationResource,java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry)	registry	3
com.netflix.eureka.resources.InstanceResource	InstanceResource(com.netflix.eureka.resources.ApplicationResource,java.lang.String,com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.registry.PeerAwareInstanceRegistry)	app	0
com.netflix.eureka.resources.InstanceResource	renewLease(java.lang.String,java.lang.String,java.lang.String,java.lang.String)	lastDirtyTimestamp	3
com.netflix.eureka.resources.InstanceResource	renewLease(java.lang.String,java.lang.String,java.lang.String,java.lang.String)	overriddenStatus	1
com.netflix.eureka.resources.InstanceResource	deleteStatusUpdate(java.lang.String,java.lang.String,java.lang.String)	newStatusValue	1
com.netflix.eureka.resources.InstanceResource	updateMetadata(javax.ws.rs.core.UriInfo)	uriInfo	0
com.netflix.eureka.resources.InstanceResource	validateDirtyTimestamp(java.lang.Long,boolean)	lastDirtyTimestamp	0
com.netflix.eureka.resources.InstanceResource	validateDirtyTimestamp(java.lang.Long,boolean)	isReplication	1
com.netflix.eureka.resources.ApplicationsResource	ApplicationsResource(com.netflix.eureka.EurekaServerContext)	eurekaServer	0
com.netflix.eureka.resources.ApplicationsResource	getApplicationResource(java.lang.String,java.lang.String)	appId	1
com.netflix.eureka.resources.ApplicationsResource	getContainers(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.ws.rs.core.UriInfo,java.lang.String)	acceptHeader	1
com.netflix.eureka.resources.ApplicationsResource	getContainers(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.ws.rs.core.UriInfo,java.lang.String)	regionsStr	5
com.netflix.eureka.resources.ApplicationsResource	getContainers(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.ws.rs.core.UriInfo,java.lang.String)	acceptEncoding	2
com.netflix.eureka.resources.ApplicationsResource	getContainerDifferential(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.ws.rs.core.UriInfo,java.lang.String)	regionsStr	5
com.netflix.eureka.resources.ApplicationsResource	getContainerDifferential(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.ws.rs.core.UriInfo,java.lang.String)	acceptEncoding	2
com.netflix.eureka.resources.ApplicationsResource	getContainerDifferential(java.lang.String,java.lang.String,java.lang.String,java.lang.String,javax.ws.rs.core.UriInfo,java.lang.String)	acceptHeader	1
com.netflix.eureka.resources.PeerReplicationResource	PeerReplicationResource(com.netflix.eureka.EurekaServerContext)	server	0
com.netflix.eureka.resources.PeerReplicationResource	batchReplication(com.netflix.eureka.cluster.protocol.ReplicationList)	replicationList	0
com.netflix.eureka.resources.PeerReplicationResource	dispatch(com.netflix.eureka.cluster.protocol.ReplicationInstance)	instanceInfo	0
com.netflix.eureka.resources.PeerReplicationResource	createApplicationResource(com.netflix.eureka.cluster.protocol.ReplicationInstance)	instanceInfo	0
com.netflix.eureka.resources.PeerReplicationResource	createInstanceResource(com.netflix.eureka.cluster.protocol.ReplicationInstance,com.netflix.eureka.resources.ApplicationResource)	applicationResource	1
com.netflix.eureka.resources.PeerReplicationResource	createInstanceResource(com.netflix.eureka.cluster.protocol.ReplicationInstance,com.netflix.eureka.resources.ApplicationResource)	instanceInfo	0
com.netflix.eureka.resources.PeerReplicationResource	handleRegister(com.netflix.eureka.cluster.protocol.ReplicationInstance,com.netflix.eureka.resources.ApplicationResource)	applicationResource	1
com.netflix.eureka.resources.PeerReplicationResource	handleCancel(com.netflix.eureka.resources.InstanceResource)	resource	0
com.netflix.eureka.resources.PeerReplicationResource	handleHeartbeat(com.netflix.eureka.EurekaServerConfig,com.netflix.eureka.resources.InstanceResource,java.lang.String,java.lang.String,java.lang.String)	resource	1
com.netflix.eureka.resources.PeerReplicationResource	handleStatusUpdate(com.netflix.eureka.cluster.protocol.ReplicationInstance,com.netflix.eureka.resources.InstanceResource)	resource	1
com.netflix.eureka.resources.PeerReplicationResource	handleDeleteStatusOverride(com.netflix.eureka.cluster.protocol.ReplicationInstance,com.netflix.eureka.resources.InstanceResource)	resource	1
com.netflix.eureka.resources.PeerReplicationResource	toString(T)	value	0
com.netflix.eureka.resources.DefaultServerCodecs	DefaultServerCodecs(com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper)	compactJsonCodec	1
com.netflix.eureka.resources.DefaultServerCodecs	DefaultServerCodecs(com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper)	fullXmlCodec	2
com.netflix.eureka.resources.DefaultServerCodecs	DefaultServerCodecs(com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper)	compactXmlCodec	3
com.netflix.eureka.resources.DefaultServerCodecs	DefaultServerCodecs(com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper,com.netflix.discovery.converters.wrappers.CodecWrapper)	fullJsonCodec	0
com.netflix.eureka.resources.DefaultServerCodecs	getEncoder(com.netflix.eureka.registry.Key.KeyType,boolean)	keyType	0
com.netflix.eureka.resources.DefaultServerCodecs	getEncoder(com.netflix.eureka.registry.Key.KeyType,boolean)	compact	1
com.netflix.eureka.resources.DefaultServerCodecs	getEncoder(com.netflix.eureka.registry.Key.KeyType,com.netflix.appinfo.EurekaAccept)	eurekaAccept	1
com.netflix.eureka.resources.DefaultServerCodecs$Builder	withFullJsonCodec(com.netflix.discovery.converters.wrappers.CodecWrapper)	fullJsonCodec	0
com.netflix.eureka.resources.DefaultServerCodecs$Builder	withCompactJsonCodec(com.netflix.discovery.converters.wrappers.CodecWrapper)	compactJsonCodec	0
com.netflix.eureka.resources.DefaultServerCodecs$Builder	withFullXmlCodec(com.netflix.discovery.converters.wrappers.CodecWrapper)	fullXmlCodec	0
